"","2020-01-01","2020-02-01","2020-03-01","2020-04-01","2020-05-01","2020-06-01","2020-07-01","2020-08-01","2020-09-01","2020-10-01","2020-11-01","2020-12-01","2021-01-01","2021-02-01","2021-03-01","2021-04-01","2021-05-01","2021-06-01","2021-07-01","2021-08-01","2021-09-01","2021-10-01","2021-11-01","2021-12-01"
"other iris/CB vascular disorders",-0.010106844814466,-0.0327311968309665,-0.256941830033573,-0.411712020372791,-0.26791909050386,-0.0456851977945859,-0.0685985298585471,-0.176668934320948,-0.107060611582507,-0.155528277702079,-0.174884252653607,-0.118533271341748,-0.176478341711497,-0.163074722115386,-0.105975944713804,-0.105491272670388,-0.17051281586134,-0.100644314624611,-0.255988995796905,-0.286464641586375,-0.314398854837838,-0.382989285809722,-0.373092706840673,-0.455203865827759
"other non-diabetic proliferative retinopathy",-0.0843126661315227,-0.0901783578671952,-0.272621328367362,-0.508039449033092,-0.312594467996941,-0.0650717634155501,-0.0879064432654385,-0.199212204899116,-0.0777176289290019,-0.119124986466743,-0.203570696895814,-0.0583991850482164,-0.188243879350441,-0.176299370651627,-0.0148112443444972,-0.103899910654247,-0.185696470443794,-0.0525062782781659,-0.0531736509736651,-0.107951343781186,-0.0578333614646398,-0.151493530325278,-0.165025669625747,-0.124995452926947
"other optic disc disorders",-0.155858627243247,-0.138451192960518,-0.491754369535654,-0.850741119591636,-0.554681612568985,-0.166862346291009,-0.224037097003229,-0.246403444120826,-0.0928766307442704,-0.225070428658595,-0.0981095945283464,-0.0426853615426183,-0.310605588056345,-0.277906353969309,-0.23135493601571,-0.387338894907973,-0.325839463783692,-0.155945601789894,-0.317404516131482,-0.209376025215784,-0.0996593001999227,-0.266749291708319,-0.0466937221331437,-0.102881382266438
"other optic nerve disorders",-0.118028675820554,-0.138206735571359,-0.43398820008672,-0.796482034707577,-0.489787179562095,-0.162840818406735,-0.118193057947442,-0.24346948078234,-0.130505172284713,-0.173938507017521,-0.201348908592401,-0.138753578591087,-0.239335489428122,-0.261550481892011,-0.161681001532531,-0.140437618482942,-0.226351224145088,-0.167475700813545,-0.246909278697268,-0.329868177854014,-0.270758399023613,-0.297999182949571,-0.165381867777856,-0.283845463626109
"other orbital disorders",-0.0228111585879271,-0.0856109092727241,-0.384208952499872,-0.751624810364675,-0.491907088669627,-0.184071866545267,-0.24060547056177,-0.260122655736549,-0.142839660188892,-0.213403921973346,-0.222427158519046,-0.0945967083572032,-0.228796325657373,-0.153768282641755,-0.104373692554549,-0.0995234885705991,-0.270790873432606,-0.154259341177961,-0.221772201237761,-0.165761830309697,-0.191080277315653,-0.239927230595036,-0.188741780255621,-0.233109412412823
"other postop complications",-0.0659921688242618,-0.099415600054454,-0.29010975290834,-0.707988484167341,-0.387236110605922,-0.0865179336898021,-0.179257617445729,-0.236880213382328,-0.178198507276831,0.0203862560239777,-0.0982539086245067,-0.0635726531394522,-0.194467518615603,-0.248880007235371,0.0551538648781145,-0.118019612535366,-0.0947514907625483,-0.00229873707178743,-0.084252412120108,0.0232226092094543,-0.0607398059274213,-0.0680595289036576,0.00991005995973353,-0.182063538169719
"other refraction/accommodation disorders",-0.168106846775367,-0.134004938095019,-0.456678172695451,-0.8819979067758,-0.57289695925058,-0.0953138812098533,-0.185061696428429,-0.225400553431428,-0.0336650728597679,-0.247078913602917,-0.187382174304851,-0.0205407668936302,-0.228845684770768,-0.138122681141953,0.0634609849602265,-0.143244136253558,-0.112864796607666,0.0701779017159218,-0.174750097165204,-0.0838739749020624,0.0348941039544556,-0.235650044589866,-0.0666326507990169,0.0579042552773565
"other retinal microvascular abnormalities",-0.108083647644759,-0.127314304134538,-0.371589122837429,-0.635444141518732,-0.459981192524681,-0.161223975977936,-0.254631212240184,-0.228659539380343,-0.0518690707750524,-0.24191582071703,-0.218104483281951,-0.118261169098961,-0.327783417357605,-0.342902642145207,-0.208839598946311,-0.438263747365994,-0.429445939693907,-0.235519637029474,-0.389890504167128,-0.251796659871381,-0.0814956331564697,-0.327645115778342,-0.223083827999531,-0.162923119097846
"other scleral disorders",0.0279455007645963,0.014788961702075,-0.347230393626433,-0.716075818957412,-0.473810343319873,-0.0595548870319321,-0.0357900361421081,-0.161464595218047,-0.113490849999114,-0.0998090145019924,-0.178337279901586,-0.0940308087317657,-0.135935364418314,-0.10690744953804,-0.0228022068883769,-0.123411239948055,-0.237863509785188,-0.0655431111619779,-0.0867888493367928,-0.159222671047184,-0.107594849436063,-0.192991029365997,-0.147816311401533,-0.174720568515729
"other spec visual disturbances",-0.104023401575806,-0.110205063162134,-0.418446428141142,-0.729792516449269,-0.469702719429163,-0.170769605797502,-0.16768008738353,-0.304040428975138,-0.181560036664335,-0.205818530513924,-0.217589458210159,-0.164086582917143,-0.283619464632811,-0.289327955962496,-0.132678155872129,-0.0847743013600369,-0.14516684540051,-0.0556006202389897,-0.160752738069162,-0.24534435944835,-0.168168504430064,-0.211229985276896,-0.151215945376295,-0.191845591102465
"other subj visual disturb",0.0264638787965811,-0.0200957430181481,-0.352936585238238,-0.677598183685154,-0.406791384030891,-0.0837551914713317,-0.0866184869918237,-0.199286295066713,-0.0987098168642596,-0.151011819599963,-0.177121417316948,-0.0733156053029316,-0.128686764905555,-0.139248049990496,-0.0138267857620559,-0.0243743343827406,-0.137027772617303,0.0242852340685414,-0.0283009389220463,-0.0843833544243011,-0.0453933927251203,-0.147785649845927,-0.0904705908154107,-0.0857697921256247
"other vitreous opacities",-0.0283258174854713,-0.0671482851073805,-0.385680170789613,-0.731929716331517,-0.463414747766289,-0.135662908122017,-0.137391778645811,-0.255550677621488,-0.172143991839408,-0.220306651558491,-0.226081919323723,-0.156489697418714,-0.233130121525848,-0.255252977934339,-0.123576225728606,-0.154924097723007,-0.231142239823417,-0.108734763772854,-0.179663008220735,-0.228353601827031,-0.208353920740832,-0.261503604801594,-0.201217953672182,-0.231964511241192
"other/unspec eye injuries",0.0273971654683732,-0.0776425711689515,-0.290841411987288,-0.587480823516411,-0.405631188681728,-0.121862519612216,-0.116284334182035,-0.268013045518695,-0.166342846398523,-0.191917429823482,-0.229001961698094,-0.176618389659527,-0.198907747080442,-0.204640238912748,-0.0749858480741316,-0.11054995099254,-0.232736307150937,-0.152853990499784,-0.116969432584636,-0.188521301972999,-0.171275879550855,-0.223465018830681,-0.208074491798131,-0.252861700285252
"other/unspec heterotropia",-0.0209533081531199,-0.0130879727342803,-0.396541064316439,-0.834094297085731,-0.421873623708766,-0.0608074336887627,-0.115915783934812,-0.22060225743822,-0.109728872823194,-0.17057519749093,-0.195197614522831,-0.127044891794043,-0.1726974686908,-0.157385192038494,-0.0437274779402885,-0.123668774519385,-0.207438720670605,-0.0532873302344966,-0.167856360384858,-0.19852361453754,-0.146505398275177,-0.228865136392205,-0.179412422022426,-0.208358361609223
"other/unspec peripheral retinal degeneration",0.0323014164537007,0.0109383269694711,-0.334978468990031,-0.680183256487717,-0.438115216646881,-0.0855453422904796,-0.0430751190347182,-0.135342659486744,-0.0527006010580321,-0.15553162597865,-0.170216004357398,-0.0983621030330205,-0.165007729700442,-0.152834060090457,-0.0359814154301895,-0.0854086251058647,-0.1825587380882,-0.0554364395200225,-0.0821750588687005,-0.0996525625083463,-0.0927417518300296,-0.196676444347788,-0.153192869920349,-0.158536010819665
"other/unspec retinal disorders",-0.0483995551932815,-0.0663073341243506,-0.420880764637836,-0.773042030827412,-0.512196702304891,-0.147602940061004,-0.121959449596401,-0.236116215007329,-0.122668939321219,-0.17928500961965,-0.211309136365462,-0.154795764124998,-0.209569729562172,-0.196431335663469,-0.0998753287728863,-0.123137282024642,-0.229793836615351,-0.099679310062627,-0.148157095023328,-0.20579608353137,-0.147437241650231,-0.243553250132069,-0.221607164861203,-0.238705758926244
"other/unspec strabismus",-0.0809840831962271,-0.144904458450802,-0.491968780353648,-0.864234091411961,-0.594679004336466,-0.259228052216807,-0.285274775263232,-0.412585761557796,-0.268361269947662,-0.323789720577151,-0.319243828368539,-0.197439883466876,-0.300172779795654,-0.3492962109396,-0.238876482202145,-0.223905743776384,-0.365990619640264,-0.239806174217671,-0.283754533071479,-0.334155954524378,-0.281899266610678,-0.339169830706984,-0.247726137057959,-0.294749887053959
"panophthalmitis",0.116142883914005,-0.119895540198952,-0.188393797409029,-0.389564810570896,-0.317851718826577,-0.192456813506479,-0.180727867074984,-0.19742081798788,-0.267496299945064,-0.340730539467222,-0.336500300147684,-0.20344986663042,-0.172227354776909,-0.399348982261509,-0.241095338363699,-0.289511313640034,-0.439749156836361,-0.359241172308864,-0.280901107648914,-0.387644197985488,-0.375501280548526,-0.452080097381397,-0.40077040978068,-0.519531754659637
"panuveitis",-0.0190572014899319,-0.0664899145281092,-0.274335461204652,-0.451211966020724,-0.222301724358365,-0.0161116064490918,-0.0507942305617869,-0.161610089089197,-0.0566788841866565,-0.120986428904977,-0.135468492335057,-0.0767338694322517,-0.113754599747047,-0.164214992244134,-0.0389752942003083,-0.036192170631879,-0.133298552873561,0.0348798624682123,-0.0429389171994999,-0.0908781434323754,-0.0360347028270262,-0.126496364630191,-0.0806026335776874,-0.103221958043186
"papilledema",-0.0764113992029777,-0.0557312889573021,-0.322782180417847,-0.628679273932432,-0.377332584236775,-0.116219335614298,-0.095403640515866,-0.201678570242206,-0.121567940576882,-0.185090544874937,-0.216243803588299,-0.128602405295835,-0.197568910310001,-0.170628730139997,-0.075953842560158,-0.0721468590584225,-0.187918371092712,-0.101137548750672,-0.136774158903993,-0.16002370714853,-0.14655412872902,-0.254023076702267,-0.215408834165383,-0.227658671613147
"PDR w/ DME",-0.0274645131325843,-0.0746313902997605,-0.261424875103954,-0.409318254588243,-0.270360941763619,-0.081730652169768,-0.113275660647196,-0.217514758820371,-0.117624810875532,-0.146091900763668,-0.160442014363682,-0.0929304907486872,-0.173145331112744,-0.209538285613349,-0.102410446826573,-0.086664297393489,-0.161683830639614,-0.0745771748500356,-0.140838992240805,-0.196765666624668,-0.151358496580315,-0.203984899030326,-0.150314623843577,-0.155801952325791
"PDR w/o DME",0.0118991069253521,-0.0237097414514107,-0.28569575719056,-0.533747694810192,-0.304880165310628,-0.0087302692213828,-0.0288737274249126,-0.162794011620269,-0.0687048589144691,-0.139697029258059,-0.130847704763353,-0.0399805033468418,-0.10958233024237,-0.13668697198692,-0.0316745923040095,-0.042736270279573,-0.108469900342012,0.0269383231983612,-0.0198965424964579,-0.0909330171421621,-0.0467467652997013,-0.137268445412602,-0.069638583321809,-0.0700471874028478
"PDR, stable",-0.0426888932105459,0.0291181066743818,-0.328876218022397,-0.695567574389553,-0.321416515688273,-0.000216914624503624,-0.0492516641298326,-0.104059558177185,0.0304986587376161,-0.18391537516906,-0.115959318496782,-0.0210000419286402,-0.214248288218549,-0.0962049975288858,0.0353132939783573,-0.144889131125287,-0.118916303065404,0.0254786888198747,-0.131036912524671,-0.0573375979514575,0.0479096154135501,-0.2225703653976,-0.0653463791850825,-0.0394125659122814
"posterior synechiae (iris)",-0.0170114836419118,-0.055922239573121,-0.330691513096968,-0.613836018510236,-0.392731555756099,-0.137129187633259,-0.154081400221075,-0.225533345546618,-0.143503443713098,-0.150396874522488,-0.161322789754588,-0.0858137741930204,-0.131331751829155,-0.160619244633552,-0.100843682858861,-0.102506152699055,-0.227353180795065,-0.115210767676868,-0.151379469935514,-0.149991829481038,-0.143154005610628,-0.206602196246544,-0.167752320571232,-0.151495884419114
"posterior uveitis",0.0256130867544326,-0.00109741373501653,-0.252359552279259,-0.456391024986685,-0.247290434933451,0.00779235650020946,-0.00916756928183371,-0.119259040847433,0.00210570797671368,-0.0935597066994764,-0.108037143970864,-0.0116937217583872,-0.0793392071223736,-0.0675138511350059,0.0317507214181678,0.00135125302638189,-0.0955839516957664,0.0511095226489726,0.0218646679074522,-0.00550022533269913,0.0497037052013028,-0.0624312242927883,-0.0289264386690127,-0.00232623684182594
"PRAO",-0.0465079187579698,-0.0644926120899056,-0.377876158016744,-0.659043192208358,-0.443710790591326,-0.140775764892823,-0.127876555183076,-0.242872666906139,-0.173738754353083,-0.271219143843686,-0.260594762100789,-0.17601220060231,-0.237892001757853,-0.222419843424932,-0.136097039490036,-0.217781285156499,-0.284952286652464,-0.162463754738643,-0.193645235803872,-0.236927724251771,-0.181829731984775,-0.287732517189956,-0.23520528218819,-0.235809432160072
"presbyopia",-0.0455060498219676,-0.0888516987090879,-0.457914686362102,-0.910147097449673,-0.555489890731761,-0.138960261585519,-0.106070489846304,-0.235150599425155,-0.122468187770557,-0.163775397893856,-0.176779667070573,-0.116969654484421,-0.202531386582431,-0.217939680899529,-0.0865189821127957,-0.121116637168561,-0.195611514599013,-0.0704571690352489,-0.155629184492463,-0.213028259011302,-0.162923162667327,-0.223452589594613,-0.132879619264884,-0.158634045267301
"prosthetic/implant/graft other mech compl",-0.0821103202773698,-0.0901414218375534,-0.312028896831587,-0.594733807364844,-0.343239819797342,-0.0503589327337867,-0.0609334783582978,-0.145970020018634,-0.0343385227406228,-0.124309409022866,-0.143298388465507,-0.0792328872514311,-0.190628877548476,-0.187327479241222,-0.131532057790598,-0.158642921500147,-0.224051156921507,-0.0824595613376988,-0.114043423518153,-0.158122368738496,-0.0662509561838132,-0.161240084315004,-0.151099076620625,-0.13526048749834
"pterygium",-0.0218448246571887,-0.0179161006414004,-0.37370242371201,-0.802464311833487,-0.516955456139866,-0.18986401869566,-0.168618172426498,-0.236531413228176,-0.1560004838447,-0.209169447263411,-0.22622069300616,-0.156872745571606,-0.196817248911476,-0.180570289378049,-0.0704703118913053,-0.105694909801997,-0.207058645765777,-0.0737587691606223,-0.139241147428648,-0.152338659505411,-0.148058935651373,-0.225051087874025,-0.179265412114273,-0.197731567486699
"ptosis",-0.00115937385069065,-0.0465619025332023,-0.397095394191139,-0.812613636942943,-0.508814904206327,-0.139418793333186,-0.140923558916753,-0.25728593991717,-0.198084661074868,-0.216179318316653,-0.209469286712339,-0.133743197592117,-0.196583803599029,-0.204576211249736,-0.0562822613204856,-0.0775621324772937,-0.167312362811512,-0.0280319642732881,-0.103747472646454,-0.14580649229159,-0.12110307642728,-0.201877964707558,-0.130934038948158,-0.144060241055601
"puckering of macula",-0.0086760824880613,-0.0339766283702721,-0.361318161984462,-0.704574408323155,-0.426543446681066,-0.0767593689910469,-0.0688929355811351,-0.186473770390746,-0.104605573961878,-0.203250244427342,-0.21957872758687,-0.136240759531471,-0.197416866906979,-0.198726572658304,-0.0834833428537111,-0.155240997300875,-0.235966277389654,-0.0978814253909144,-0.113982847894785,-0.144781035359989,-0.103329051642769,-0.225359219694369,-0.184383755696924,-0.183162532730258
"pupillary function anomalies",-0.0515559470280243,-0.140817178589408,-0.450344870144627,-0.833587353191648,-0.520331237161353,-0.22178304533051,-0.202248630626942,-0.320818692706325,-0.248969033002359,-0.270495050500952,-0.228285007791789,-0.155108169280894,-0.201857280830246,-0.262669649988887,-0.161798111100628,-0.134353080179138,-0.156697382253309,-0.0437242986471267,-0.109121988634327,-0.223237793293091,-0.221519851705073,-0.276447976822644,-0.134021892822676,-0.148034795378644
"RD w/ breaks or defects",-0.0672140531484388,0.00161301098969637,-0.254391815785496,-0.570935845500165,-0.310119516299472,0.0181948706277586,-0.0749554487040935,-0.103342969300623,-0.0000126169375773404,-0.161438902195495,-0.126753184901452,-0.0182149218087414,-0.185242995612026,-0.0808336163081649,0.0462988486858902,-0.150302696688599,-0.133990171104246,0.0453715464890341,-0.11378620533158,-0.0370561758797312,0.0442694595706591,-0.172181568150598,-0.058643143346704,-0.0200228316386264
"RD, other",0.00158192040324704,-0.0153142379521093,-0.337602949895448,-0.693730085729411,-0.383557099513301,-0.0265394610819416,-0.0655876869182624,-0.205302040857429,-0.122606892505902,-0.170305279296149,-0.196227102461659,-0.126062286978176,-0.157192393386393,-0.157437275042732,-0.017465026359348,-0.0954593172372314,-0.216542383379136,-0.058381821115821,-0.0488884108545024,-0.112273236949369,-0.0599026999495853,-0.197584028966987,-0.157980942379308,-0.138667034854921
"RD, serous",-0.109897482000855,-0.0530185437817654,-0.237112223870648,-0.553945380609244,-0.295498179194916,0.00172289989371248,-0.1316650360326,-0.133681659469691,0.00400104520239633,-0.163352000437127,-0.140651838560358,-0.0205098091993966,-0.234452572403232,-0.123570356165967,0.0326939927025633,-0.177153324739619,-0.148792163603116,0.0279465720387329,-0.155690964554041,-0.0739109430808273,0.0644839334342456,-0.228671894902406,-0.0851193393590918,-0.0363338660954918
"RD, traction",-0.0629500234414667,-0.0279594731145596,-0.22629138563099,-0.48164973752403,-0.263714074722072,0.0231591451023119,-0.0513399640539381,-0.10547367859228,0.0226485326997558,-0.115327643636752,-0.091932626856759,0.0376551339004694,-0.148056815706534,-0.0647281209371542,0.0601504488200197,-0.0900597867843085,-0.0923795720982516,0.0608274479562769,-0.0683577813804735,-0.0248482281943594,0.0763414399602799,-0.139846820672722,-0.0193365904629578,0.00942628848290333
"recession of chamber angle",-0.00706613981924108,0.00439179041640546,-0.335114850147116,-0.739724728125595,-0.41425109859111,-0.0449029321387766,-0.0486343220589845,-0.186406500863841,-0.0150927051425767,-0.0772973868707989,-0.207774580352713,-0.00753324580192335,-0.0852519140230077,-0.116181561442302,0.0436116002035233,-0.0316704108415012,-0.115736156331623,-0.0142003207614248,-0.0561902633494549,-0.106223834711122,-0.0414615243589209,-0.145255756618148,-0.0774748862422934,-0.0756423999619821
"retained foreign body - eyelid",0.0836032553818992,0.139313067349835,-0.266357966984985,-0.522587640752256,-0.24085735195349,-0.0103298237428728,-0.0817136402405301,-0.162528060858327,-0.0387879220071051,-0.139175236474193,-0.105357855592432,-0.0514464551984677,-0.0364029561274515,0.120177683940321,0.115637956751094,0.168067783686248,-0.0362414799840869,0.0901084840565631,0.0614898383481136,-0.074310810606523,0.0529301185780039,-0.0927333767409294,-0.00179761764374923,-0.0383515077018681
"retained IOFB, nonmagnetic",-0.258162686492919,-0.265918917378373,-0.39726163359754,-0.615717706800597,-0.378753141093205,-0.254989396845833,-0.257895854778869,-0.35476734086977,-0.263217359250156,-0.310814349023847,-0.252603633115278,-0.225752623887059,-0.433624402677554,-0.320383316899753,-0.168549123501277,-0.352819845415365,-0.309800428315692,-0.224686998873315,-0.332601802539566,-0.316794408343501,-0.223043622137571,-0.43922425624426,-0.336482523931657,-0.301891970790951
"retinal breaks or defects w/o RD",-0.0566135443364063,-0.0691181991744201,-0.346714175975051,-0.647340342202352,-0.416966390377022,-0.0955007794240099,-0.1094586116586,-0.220190745144595,-0.132072065845612,-0.196348481089097,-0.217181763537808,-0.179454950339161,-0.240810807632171,-0.238205715152447,-0.113891307191642,-0.139120619530022,-0.21892938670933,-0.110211153805633,-0.171001830230618,-0.205936544629853,-0.148190413937702,-0.218269654271572,-0.183119082921389,-0.221832634430712
"retinal edema",-0.106036710274593,-0.0719056824942157,-0.310252119135185,-0.582957662194701,-0.365873686075984,-0.0642378363251241,-0.147336330645917,-0.196650863573136,-0.0862541156132973,-0.22154468212623,-0.17248742931453,-0.0471333108214034,-0.234773022620762,-0.151753897611595,-0.0540975847396815,-0.209570927625101,-0.211892687402668,-0.0226108317290532,-0.168518142217511,-0.131569285322165,-0.0312469146028306,-0.231960023706417,-0.0951136532699062,-0.0366896688811015
"retinal hemorrhage",-0.110710151499811,-0.104903407468184,-0.353178368431307,-0.650025118236339,-0.439814089597099,-0.169466581971272,-0.23187775880546,-0.207691982600699,-0.0405533662805118,-0.199542354020812,-0.16979304728515,-0.0620036789542114,-0.273606926008777,-0.220088655071026,-0.127693881033643,-0.315108800438321,-0.299296897722514,-0.1383756056091,-0.248926238448823,-0.123402655492328,0.0272003647340279,-0.200531070925451,-0.0507385682437629,-0.0428419724420302
"retinal ischemia",-0.0812627549782295,-0.117490200312852,-0.333458255377771,-0.538873113454593,-0.377434049036211,-0.170442451014447,-0.144517133814798,-0.252601941533167,-0.140402972861612,-0.230364410016277,-0.25865581747549,-0.160450176106261,-0.256767400458475,-0.258561027313451,-0.183582548962568,-0.187407555615345,-0.273451069042538,-0.178140618761453,-0.196762713496808,-0.225698339973087,-0.187126765567566,-0.282399448701848,-0.267351833032655,-0.23571077079757
"retinal microaneurysms",-0.19610794272591,-0.160719648088341,-0.418019543498896,-0.734582375041697,-0.516785366974571,-0.236120799027212,-0.309568086702852,-0.31907686960157,-0.262880114169655,-0.397492783052613,-0.34088404389793,-0.282626921152451,-0.429574197543669,-0.334835753271231,-0.268273461095688,-0.401175198664702,-0.374267173468816,-0.243149143622986,-0.393477952070214,-0.31479915483321,-0.289689188919712,-0.477469795907736,-0.349777199237765,-0.337234025874751
"retinal neovascularization",-0.0572463558839153,0.0179623265204875,-0.203272309258241,-0.432312769943502,-0.240986800949816,0.00533488398903692,-0.0692534434132454,-0.0911704883644299,0.0148438048792024,-0.12776439614721,-0.0799307072770312,0.0393410115002694,-0.130000260631036,-0.021910662002624,0.102179362566637,-0.0941886898737673,-0.0819803450398022,0.111833328160477,-0.0255072207722228,0.0458768732448645,0.125007631717928,-0.11889769606633,0.0202106480356334,0.0759067783322972
"retinal telangiectasis",-0.0865833091005417,-0.0276303687639928,-0.323517384931879,-0.654954317242093,-0.365914515668877,-0.0250681673106668,-0.125405518587215,-0.204510891065496,-0.105647127625108,-0.268535955821491,-0.206628094054997,-0.125622202893209,-0.278673477878823,-0.153301720273573,-0.066908133115223,-0.206091789106317,-0.155666262568589,-0.0632587871697337,-0.214026728917566,-0.170379907846928,-0.106139647545904,-0.285939547247507,-0.114722739217269,-0.18739284482186
"retinal vascular changes",-0.0664686468822136,-0.101726971077282,-0.384860280335558,-0.708224148655728,-0.445297254640057,-0.114868471603523,-0.0796907350403393,-0.194884601421494,-0.112696816612081,-0.198718295973822,-0.230148795761783,-0.123200716432926,-0.18634721445956,-0.220986276373371,-0.130068639158793,-0.201999807092482,-0.306754164841277,-0.200518304431254,-0.208286249085651,-0.222860177561335,-0.243350863403236,-0.31719174921152,-0.271417315357032,-0.301253997408244
"retinal vasculitis",-0.0283185883913515,-0.00051318789472307,-0.200575126862875,-0.484334771996421,-0.269206316568115,0.0746501162849932,-0.0640552578066881,-0.137383921785876,0.0355390452986414,-0.134075038223712,-0.137879584455079,0.0379075198840237,-0.134856885903946,-0.0784233318785377,0.174021296002804,-0.0899974035043695,-0.0878174484667469,0.18858353584818,-0.0428176476653632,-0.0230397455576787,0.141487736013528,-0.100446170963821,-0.0482548950731245,0.0687312493449182
"retinoschisis / retinal cysts",-0.0578080439363432,-0.0554568222780069,-0.362926120325039,-0.701767399287139,-0.4455656137649,-0.0833310692145719,-0.078616836031086,-0.194054039398998,-0.119938216547694,-0.194618339455211,-0.22541606652836,-0.174454444085851,-0.263086071899492,-0.248049265006012,-0.118466430514773,-0.135443839543158,-0.22982787373454,-0.106136856935107,-0.16748786128144,-0.187561445933445,-0.147127206640892,-0.208653752938751,-0.200095587350256,-0.226301416690584
"retrolental fibroplasia",-0.0512567124673209,-0.0179674743081271,-0.433820831310693,-0.860811547767072,-0.482797526387962,-0.00330043373314176,0.131970808857929,-0.0799588508798884,-0.181700665551043,-0.164947924145978,-0.320049603576277,-0.139461870718558,-0.187731905249931,-0.0140651577190391,0.0943944583686142,-0.0314418382383859,-0.162474760597568,0.155485686541285,0.292539527290047,0.049171546865765,0.234685093914316,0.168130798818939,0.0575688379510632,-0.0310606661950904
"ROP, stage 0",-0.209981840593675,-0.128845313390158,-0.243432041777266,-0.416320295177795,-0.277356923494602,-0.0996589935407006,-0.218426434557591,-0.180135113531034,-0.100438949320682,-0.289713510080664,-0.177467822510952,-0.0627662910542182,-0.275947970862494,-0.205181287329672,-0.0886786579503591,-0.27594689677906,-0.082844090307226,0.0540239325528288,-0.19702747860198,-0.0393857734664919,0.01485349394389,-0.248534448850706,0.00737573110521296,-0.0050264786233327
"ROP, stage 1",-0.110050787093061,-0.119480717113946,-0.165088629633269,-0.178451713535407,-0.17562621896806,0.0671861045776329,-0.102153641246567,-0.193611200989316,0.0234134348851419,-0.0423642033854346,-0.214298876600726,-0.0976270274485352,-0.0652826216689947,-0.155739316580922,-0.0699344518184703,-0.215310875073845,-0.148258998037633,0.124299334553884,0.00227776513628101,-0.0726054549678844,0.0947461127048183,0.0732624386268831,0.0377269869969689,-0.0509911091323237
"ROP, stage 2",-0.269570656959495,-0.0788972792340273,-0.0769581584606495,-0.278887767075541,-0.135652368779614,0.0119749646758631,-0.0544200998484395,0.0889823704691904,0.00965672460440264,-0.0563923935866222,0.0763628366397825,0.249092547468166,-0.276452600947485,0.0732740364122472,-0.03782738719977,-0.271568873690521,-0.0045673120553927,0.357096198404794,-0.139096259686433,0.203229989114172,0.221726366149639,-0.00739835446394282,0.0620258605404957,0.0507963780537815
"ROP, stage 3",0.0722600522262655,0.136453831885757,-0.0776149456928538,-0.467042340905547,-0.245796080211509,-0.000559877902728109,0.434524800470589,0.0419220136132225,0.135334172942327,-0.0166486235821967,0.103582156965044,0.202044262439998,0.0700897887485956,0.13604164808834,0.232268241172814,0.0931029419278443,-0.149047824944826,0.226381008846691,0.204326481373157,0.00468834387135706,0.0861519884144438,0.0420077188990483,0.122122963111953,0.066550979143817
"ROP, stage unspec",0.11826584648464,0.199391439368501,-0.147966854650129,-0.608852276101046,-0.316134144324282,0.0200000732730689,0.0183211189299404,-0.0641326611464599,0.0238186534080741,-0.091103802661758,-0.0731819354775484,0.0323353628772702,-0.00303160312793228,0.300471267932946,0.321821616237622,0.0604943371798219,0.0181963040872926,0.135840214903686,0.0241438725603856,0.0871514241537189,0.105817311447437,-0.165362041095597,0.00103021835286496,0.00274320683636959
"RPE detachment, hemorrhagic",0.00215187780517911,-0.0403511868321084,-0.143951768383038,-0.266798322887218,-0.0944257105655203,0.0330337129322112,-0.0450082458892798,-0.115270807722393,0.024376187677592,-0.0464727145676802,-0.0801617596074845,0.025724657330846,-0.188793596685309,-0.0908118930778595,-0.026285724563908,-0.0561904720961389,-0.138638350719738,-0.006987470750086,-0.0884083892328996,-0.144046246798279,-0.06903181927587,-0.176818644068803,-0.109554937574243,-0.0976509430095988
"RPE detachment, serous",-0.0455840291611488,-0.0688931464899692,-0.306084688505642,-0.501829723681769,-0.33875349807028,-0.109722051424964,-0.13504659055149,-0.212159027940074,-0.130779472079743,-0.222870011814159,-0.228676494017677,-0.128859066424271,-0.213817427949906,-0.214771690795544,-0.137520414331915,-0.175243151628984,-0.251150412697044,-0.130777064172165,-0.175082862729943,-0.201569288764303,-0.137263906483185,-0.255126893317013,-0.235046999538406,-0.210629385845667
"scleritis",-0.00705962024180408,-0.0358543283820824,-0.297656630847652,-0.523953897633536,-0.282407990953865,-0.0950615606083253,-0.0616765409513304,-0.142158821003498,-0.0593701790328331,-0.116934220308342,-0.158439758542055,-0.0327104418954906,-0.106452051319016,-0.109867373567633,0.0219520285445319,0.00179344992402568,-0.123183537559917,0.0122402329381689,-0.0238905963404518,-0.07349614869704,-0.0574306123150672,-0.110215429857767,-0.0984007175675975,-0.0815332690800994
"secondary uveitis - infectious",-0.099305976311012,-0.0562269261210966,-0.26711669460088,-0.470116775249914,-0.228204292673465,-0.0220427331839403,-0.0745582298401783,-0.153711974182191,-0.0872801174797578,-0.120223919281646,-0.156500233337729,-0.0680264306824183,-0.164804113846305,-0.139660956911892,-0.0503362771476666,-0.0496001051889843,-0.183043161575666,-0.0296320909132258,-0.0522726593102948,-0.107397082005643,-0.0766333014069654,-0.157144702993812,-0.145969024818747,-0.180470782459846
