"","entity_name","meanQ32020","medianQ32020","upperboundQ32020","lowerboundQ32020","confintQ32020","pvalEmpricialQ32020","meanQ42020","medianQ42020","upperboundQ42020","lowerboundQ42020","confintQ42020","pvalEmpricialQ42020","meanQ12021","medianQ12021","upperboundQ12021","lowerboundQ12021","confintQ12021","pvalEmpricialQ12021","meanQ22021","medianQ22021","upperboundQ22021","lowerboundQ22021","confintQ22021","pvalEmpricialQ22021","meanQ32021","medianQ32021","upperboundQ32021","lowerboundQ32021","confintQ32021","pvalEmpricialQ32021","meanQ42021","medianQ42021","upperboundQ42021","lowerboundQ42021","confintQ42021","pvalEmpricialQ42021","meanAllpost","medianAllpost","upperboundAllpost","lowerboundAllpost","confintAllpost","pvalEmpricialAllpost"
"250","benign neoplasm - eyelid","-0.289838306132109","-0.290375557150398","-0.230371145071088","-0.345718804611926","(-0.346,-0.23)","0.00001","-0.319420393408142","-0.320055025830039","-0.262435377987077","-0.372946401675739","(-0.373,-0.262)","0.00001","-0.259581961666237","-0.260273244369484","-0.190924352242424","-0.323084321301517","(-0.323,-0.191)","0.00001","-0.235153033079421","-0.236041627425928","-0.164771331144893","-0.30088826428824","(-0.301,-0.165)","0.00002","-0.252949234742016","-0.253791219730834","-0.184746131003004","-0.316600449473027","(-0.317,-0.185)","0.00001","-0.303181445676404","-0.303962063496767","-0.240020285926084","-0.362046718730498","(-0.362,-0.24)","0.00001","-0.275619485509523","-0.275797489500758","-0.250377372845103","-0.299882393017021","(-0.3,-0.25)","0.00001"
"252","eyelid/periocular open wound","-0.136680033433425","-0.138724608475547","-0.030898576512073","-0.231841547247262","(-0.232,-0.031)","0.02161","-0.143964539214767","-0.145798882011618","-0.0389666652924746","-0.238900741628291","(-0.239,-0.039)","0.01584","-0.113772340223634","-0.116148073577794","0.00558836267081326","-0.220802011084196","(-0.221,0.006)","0.08076","-0.115898537608319","-0.117742659117827","0.00116198272345778","-0.221091501817348","(-0.221,0.001)","0.07022","-0.104635336068463","-0.106499390128202","0.0139834143783659","-0.212232020749153","(-0.212,0.014)","0.10362","-0.190754654257174","-0.192884693211969","-0.0815718446871928","-0.28825779634271","(-0.288,-0.082)","0.00374","-0.129143253245446","-0.129472813945043","-0.0855194499373215","-0.171019561138131","(-0.171,-0.086)","0.00001"
"254","benign neoplasm - orbit","-0.184036374652849","-0.184769916606222","-0.122444733826564","-0.241174709508859","(-0.241,-0.122)","0.00001","-0.0505403623306878","-0.0514994944393071","0.0236078819224555","-0.118340485709384","(-0.118,0.024)","0.17563","-0.0734840410161981","-0.0746597469006014","0.0118067122898418","-0.15179040739417","(-0.152,0.012)","0.10081","-0.085339751910669","-0.0864193342348257","-0.00394262880191963","-0.161124567578106","(-0.161,-0.004)","0.05061","0.00626983687128146","0.00497086612495653","0.100941190068435","-0.0809479120607992","(-0.081,0.101)","0.88878","0.185680947729005","0.18387754111673","0.301150794595721","0.080615339762911","(0.081,0.301)","0.00009","-0.0414884698969658","-0.0416793159548241","-0.00818167757036264","-0.0736567638291366","(-0.074,-0.008)","0.01389"
"255","benign neoplasm - unspec","-0.158052376927967","-0.158911371840667","-0.0949260644271788","-0.216131544847576","(-0.216,-0.095)","0.00002","-0.164613500174975","-0.165400975280832","-0.103318113886513","-0.221441145987179","(-0.221,-0.103)","0.00001","-0.114787020417823","-0.115762716327818","-0.0457627307527937","-0.178350158915051","(-0.178,-0.046)","0.0027","-0.149128544270499","-0.149923718629674","-0.0845658495279085","-0.208202983221282","(-0.208,-0.085)","0.00008","-0.106812006772303","-0.107644756448515","-0.0393976865629293","-0.169140399146999","(-0.169,-0.039)","0.00379","-0.156365348112887","-0.157140525764698","-0.0938819559319848","-0.21437015724927","(-0.214,-0.094)","0.00004","-0.143500611962996","-0.143621955015336","-0.118444701636449","-0.167900999099913","(-0.168,-0.118)","0.00001"
"256","ptosis","-0.195215598316528","-0.195613806955021","-0.144401269112446","-0.243828986353706","(-0.244,-0.144)","0.00001","-0.18444020634657","-0.184820225033215","-0.133042094705783","-0.233485809225816","(-0.233,-0.133)","0.00001","-0.147469523182422","-0.147962510495633","-0.0825488010056926","-0.209009082781067","(-0.209,-0.083)","0.00017","-0.0895248189704115","-0.0899976630368677","-0.0209924774772695","-0.154978569728793","(-0.155,-0.021)","0.01753","-0.118162678326064","-0.118896864765938","-0.0507099207008838","-0.182006580921846","(-0.182,-0.051)","0.00223","-0.15646429800562","-0.156967644411628","-0.0930956080631608","-0.216862186321833","(-0.217,-0.093)","0.00009","-0.147946530973337","-0.148028069973996","-0.123950256097916","-0.17147375303975","(-0.171,-0.124)","0.00001"
"259","other eyelid function disorders","0.0942871084301576","0.0921855354843444","0.224332569593959","-0.0237687845985167","(-0.024,0.224)","0.10054","0.0496229693005648","0.0476632086001871","0.173141506754814","-0.063391211139757","(-0.063,0.173)","0.38684","0.00454879911267321","0.00124748838001983","0.16014949997053","-0.133152386660265","(-0.133,0.16)","0.95003","0.223181787805173","0.219404960308743","0.412061548744294","0.0539253163696748","(0.054,0.412)","0.00394","0.327664512919056","0.323173152931725","0.538527057937748","0.142275048869957","(0.142,0.539)","0.00008","0.0995375434203265","0.0960794453363903","0.271276309418813","-0.052976470977563","(-0.053,0.271)","0.18564","0.125639023354588","0.124949505720847","0.188497318700967","0.0653986307776268","(0.065,0.188)","0.00002"
"260","eyelid/periocular superficial injury","-0.315202902028718","-0.315918670127706","-0.252271660439281","-0.373631811811528","(-0.374,-0.252)","0.00001","-0.165855832154143","-0.166816095147288","-0.0874978212431211","-0.238883494078471","(-0.239,-0.087)","0.00052","-0.195533847816091","-0.19706935924308","-0.0983484146179106","-0.283848544657037","(-0.284,-0.098)","0.00132","-0.265494091363174","-0.266514064147736","-0.181555788464309","-0.342487354085099","(-0.342,-0.182)","0.00003","-0.234980744784417","-0.236409143819329","-0.146078190957077","-0.316920912572247","(-0.317,-0.146)","0.00008","-0.0168193509545751","-0.0186976127619475","0.102163401727813","-0.12463305299712","(-0.125,0.102)","0.77577","-0.206483221554248","-0.206719161270375","-0.172133547431862","-0.239592231356292","(-0.24,-0.172)","0.00001"
"261","malignant neoplasm - eyelid","-0.156363175459141","-0.156510309765658","-0.129260769329619","-0.182714681891025","(-0.183,-0.129)","0.00001","-0.163006057191679","-0.163156027169531","-0.136130699892497","-0.189220522297154","(-0.189,-0.136)","0.00001","-0.260444626238068","-0.260624316915974","-0.231655767040055","-0.288028486357836","(-0.288,-0.232)","0.00001","-0.252183156833252","-0.252372168162327","-0.223044630441112","-0.280169476681665","(-0.28,-0.223)","0.00001","-0.105685237018001","-0.105869936817244","-0.0701153306760247","-0.140057808165064","(-0.14,-0.07)","0.00001","-0.191798884213272","-0.192025989072858","-0.160145732655263","-0.222238969647522","(-0.222,-0.16)","0.00001","-0.185777050250897","-0.18581492943424","-0.173911938826618","-0.197394411249826","(-0.197,-0.174)","0.00001"
"262","retained foreign body - eyelid","-0.0913783074772603","-0.092164605983885","-0.0245141964371432","-0.153312450103221","(-0.153,-0.025)","0.01124","-0.0956030036557714","-0.0965137908781522","-0.0273174734880175","-0.158508730829156","(-0.159,-0.027)","0.00932","0.0704743772798896","0.0691029958476818","0.159290069305538","-0.0110816859879471","(-0.011,0.159)","0.08009","0.0776705164479389","0.0764049146773327","0.161233720483882","0.00134707119478652","(0.001,0.161)","0.03797","0.0170420014027446","0.0158770236980899","0.0982567528493554","-0.0573261283799197","(-0.057,0.098)","0.65711","-0.0405753529460998","-0.0417467239252716","0.0370027371847553","-0.11151074337981","(-0.112,0.037)","0.30053","-0.0102389529193902","-0.0103969209456103","0.0199355890310327","-0.0393043610548458","(-0.039,0.02)","0.49572"
"263","eyelid cysts","-0.148118479275716","-0.148859340931978","-0.0777819609240232","-0.213987426334314","(-0.214,-0.078)","0.00035","-0.180765636939561","-0.181447163354379","-0.113690371434295","-0.243872731395207","(-0.244,-0.114)","0.00001","-0.113618344844465","-0.11437541890664","-0.034460708099515","-0.188258224937354","(-0.188,-0.034)","0.01083","-0.0791792938761362","-0.0802298271095429","0.00288777865455715","-0.155822550976717","(-0.156,0.003)","0.0715","-0.0985953714728567","-0.099426958909841","-0.0182095699472775","-0.173786023614107","(-0.174,-0.018)","0.02547","-0.171581834711493","-0.172365740427999","-0.0970077824515006","-0.240753018008428","(-0.241,-0.097)","0.00012","-0.131531602940632","-0.131666953593706","-0.102212109157671","-0.160262826374091","(-0.16,-0.102)","0.00001"
"264","dermatochalasis","-0.188934415062046","-0.189308474700953","-0.141901749642697","-0.233270151636921","(-0.233,-0.142)","0.00001","-0.170392391927736","-0.170873669125516","-0.122943353278498","-0.21512143560306","(-0.215,-0.123)","0.00001","-0.123861618014156","-0.124471572659714","-0.070991425513512","-0.173753819385935","(-0.174,-0.071)","0.00004","-0.123539136207339","-0.123964467555695","-0.0717233445604217","-0.172799739152269","(-0.173,-0.072)","0.00003","-0.125064791479012","-0.125610725359137","-0.0727697796907094","-0.173975109789478","(-0.174,-0.073)","0.00003","-0.187594228771254","-0.188109362503927","-0.139396751279657","-0.233006092176658","(-0.233,-0.139)","0.00001","-0.151961556084411","-0.152053382622126","-0.132322407060344","-0.171043733814222","(-0.171,-0.132)","0.00001"
"270","dacryoadenitis - acute","-0.213353801790048","-0.216243312365425","-0.0974919665132691","-0.311755992296794","(-0.312,-0.097)","0.00196","-0.213823622617313","-0.216784112528313","-0.0976160008901747","-0.31320349437223","(-0.313,-0.098)","0.00199","-0.0376907883530846","-0.0417586669697265","0.112669727845585","-0.165517902933608","(-0.166,0.113)","0.59638","-0.0819023500447486","-0.0853576377209466","0.0576161620027163","-0.201562636791703","(-0.202,0.058)","0.24334","-0.14608170209943","-0.149627786543674","-0.0110370278909605","-0.260577747106528","(-0.261,-0.011)","0.04531","-0.0575111150217598","-0.0613133497230532","0.094590269525862","-0.186048306805358","(-0.186,0.095)","0.43462","-0.12446450963916","-0.125050480182536","-0.0731057303883373","-0.1726376585814","(-0.173,-0.073)","0.00003"
"272","prosthetic/implant/graft other mech compl","-0.0799517982731687","-0.0801029937773519","-0.0511424293472319","-0.10770157106788","(-0.108,-0.051)","0.00001","-0.115187275554735","-0.115374482536364","-0.0878806452242932","-0.141653720609727","(-0.142,-0.088)","0.00001","-0.169366965202274","-0.169540042342977","-0.138807106815898","-0.198763900710472","(-0.199,-0.139)","0.00001","-0.154486182650481","-0.154604860907045","-0.124187657700161","-0.183754586261537","(-0.184,-0.124)","0.00001","-0.112249917536144","-0.112412256912842","-0.0804441055130674","-0.143123762707838","(-0.143,-0.08)","0.00001","-0.148621398004718","-0.148863778519092","-0.118043238441321","-0.178036639730246","(-0.178,-0.118)","0.00001","-0.125756420240392","-0.12576768239672","-0.113993628628707","-0.137350914516974","(-0.137,-0.114)","0.00001"
"278","eyeball/orbital tissue contusion","-0.165376623606835","-0.166040596605366","-0.105959264139197","-0.221128885443261","(-0.221,-0.106)","0.00003","-0.200231180201872","-0.200873644979827","-0.143174004439293","-0.253668504104449","(-0.254,-0.143)","0.00001","-0.19324239569067","-0.193824419494246","-0.130649348611293","-0.252163565177183","(-0.252,-0.131)","0.00001","-0.168001015350085","-0.168813545226603","-0.103682460055462","-0.228135455315021","(-0.228,-0.104)","0.00002","-0.146013616761596","-0.146796377883152","-0.0802338271354664","-0.208055126550795","(-0.208,-0.08)","0.00014","-0.197558687441507","-0.198115890879809","-0.135907674501719","-0.255993731823263","(-0.256,-0.136)","0.00001","-0.177784580998557","-0.177891694377962","-0.153790140564696","-0.201401569970359","(-0.201,-0.154)","0.00001"
"279","hypermetropia","-0.110445486845566","-0.110714708872078","-0.0779138330302178","-0.141972632962965","(-0.142,-0.078)","0.00001","-0.137495296423715","-0.137703837824647","-0.105494405183057","-0.168251554426792","(-0.168,-0.105)","0.00001","-0.104515022233919","-0.104685215338745","-0.0674686945816879","-0.14035471160651","(-0.14,-0.067)","0.00001","-0.0940111477007822","-0.0942866699520347","-0.0564267408754197","-0.129682623410305","(-0.13,-0.056)","0.00001","-0.12228284235047","-0.122546763268467","-0.0866186655363601","-0.156812204146688","(-0.157,-0.087)","0.00001","-0.152882579275932","-0.153090473393554","-0.117687714472944","-0.186976056805576","(-0.187,-0.118)","0.00001","-0.118093047099767","-0.118151168337325","-0.104292834139142","-0.131679576747043","(-0.132,-0.104)","0.00001"
"280","astigmatism","-0.163693175045317","-0.164138816237595","-0.115484515063754","-0.20946544238329","(-0.209,-0.115)","0.00001","-0.198008886549075","-0.198409564471564","-0.151372836729941","-0.242052675130896","(-0.242,-0.151)","0.00001","-0.164566642858398","-0.165130301029101","-0.109887102104289","-0.216146273651506","(-0.216,-0.11)","0.00001","-0.159297559003987","-0.159886379809431","-0.104765572607049","-0.21048596480138","(-0.21,-0.105)","0.00001","-0.18780295759919","-0.188374512945335","-0.135060022170204","-0.237205785983725","(-0.237,-0.135)","0.00001","-0.230013141020057","-0.230501940484827","-0.180104836367321","-0.276997267324806","(-0.277,-0.18)","0.00001","-0.180358093486474","-0.180472789648958","-0.160345420569583","-0.1998268779762","(-0.2,-0.16)","0.00001"
"281","accommodation disorders","-0.12763166449035","-0.12807844829884","-0.083975461713631","-0.169014904816707","(-0.169,-0.084)","0.00001","-0.18213089734151","-0.182446516274819","-0.141034682730561","-0.221327237599517","(-0.221,-0.141)","0.00001","-0.0765944343981237","-0.0771098811011108","-0.0234996784735273","-0.126679846191755","(-0.127,-0.023)","0.00642","-0.130142645287884","-0.130724190404109","-0.0777057540163904","-0.179221041706952","(-0.179,-0.078)","0.00002","-0.222847850806724","-0.223326587166979","-0.177898310757506","-0.265067799916203","(-0.265,-0.178)","0.00001","-0.331348482283707","-0.33174413533241","-0.292117691547205","-0.368376748134945","(-0.368,-0.292)","0.00001","-0.174924973031433","-0.17501994432834","-0.156942442673901","-0.192385265179504","(-0.192,-0.157)","0.00001"
"282","other refraction/accommodation disorders","-0.145108079226104","-0.145785901762225","-0.0833049818165285","-0.20294660697979","(-0.203,-0.083)","0.00004","-0.147599902315743","-0.148462874916855","-0.0844995810300416","-0.206161747554791","(-0.206,-0.084)","0.0001","-0.097430274730308","-0.0983597596964128","-0.0241417089099662","-0.165209595062489","(-0.165,-0.024)","0.01271","-0.0586977769034702","-0.0598877538181705","0.0174436734609952","-0.129251668462567","(-0.129,0.017)","0.13288","-0.0707687148578976","-0.0718209539517063","0.00497843764621663","-0.140354187668202","(-0.14,0.005)","0.07202","-0.0762613446676723","-0.0773700407109523","0.000786993208814496","-0.146864870903676","(-0.147,0.001)","0.05597","-0.0989011122652585","-0.0990456990243087","-0.0714213150768232","-0.125617537664025","(-0.126,-0.071)","0.00001"
"283","myopia","-0.116672199476633","-0.116871110912432","-0.0827301653880739","-0.149151224498127","(-0.149,-0.083)","0.00001","-0.14445260982217","-0.144587332821058","-0.111806368567277","-0.176039533511322","(-0.176,-0.112)","0.00001","-0.119278878170998","-0.119465507632108","-0.0817882633998716","-0.155496055182327","(-0.155,-0.082)","0.00001","-0.112996648028939","-0.113234374981377","-0.0752018784783047","-0.14925642741693","(-0.149,-0.075)","0.00001","-0.131208406195117","-0.131432453805896","-0.0941165900943309","-0.166865139544309","(-0.167,-0.094)","0.00001","-0.170696232118883","-0.170903258797945","-0.13500833775546","-0.204834197865654","(-0.205,-0.135)","0.00001","-0.130541405566195","-0.130591595022942","-0.116469904799374","-0.144388421655051","(-0.144,-0.116)","0.00001"
"284","presbyopia","-0.148771038886809","-0.149276664119605","-0.0911991872087457","-0.203561328945717","(-0.204,-0.091)","0.00001","-0.149701044664795","-0.150277388823347","-0.0928265532993794","-0.203723394514165","(-0.204,-0.093)","0.00006","-0.162273765439745","-0.163040368628881","-0.0941938746981576","-0.226887004891844","(-0.227,-0.094)","0.00014","-0.127004702200186","-0.127705213657018","-0.0562710288705714","-0.193400863548163","(-0.193,-0.056)","0.00194","-0.169262135822242","-0.169948409343963","-0.101660864829114","-0.232744779697572","(-0.233,-0.102)","0.00006","-0.168231227478107","-0.168988691924711","-0.101090851759444","-0.23175524760979","(-0.232,-0.101)","0.00014","-0.153233199588416","-0.15339780699061","-0.128010488624727","-0.177913481513026","(-0.178,-0.128)","0.00001"
"285","anisometropia/aniseikonia","-0.130145793214697","-0.131018790338173","-0.0640192274291735","-0.191046580485275","(-0.191,-0.064)","0.00058","-0.165031242143935","-0.165811033880028","-0.101870705490089","-0.223571698302395","(-0.224,-0.102)","0.00002","-0.0913851299504521","-0.0922939241031082","-0.0189392204870759","-0.159057874184384","(-0.159,-0.019)","0.02003","-0.0885733660035854","-0.0893866015129967","-0.0161154733153903","-0.15558234069243","(-0.156,-0.016)","0.02287","-0.141912710564431","-0.142753984960441","-0.0741782252044452","-0.204462960150759","(-0.204,-0.074)","0.00029","-0.177630881464293","-0.178452604897085","-0.112273054323888","-0.238180169657506","(-0.238,-0.112)","0.00002","-0.130171518459809","-0.130299080807773","-0.103792258164185","-0.15579227891777","(-0.156,-0.104)","0.00001"
"286","other binocular vision disorders","-0.190106041200906","-0.191428586229504","-0.105228705680886","-0.268332964096536","(-0.268,-0.105)","0.00037","-0.353543745306634","-0.354557443121307","-0.286638148476942","-0.413905034851513","(-0.414,-0.287)","0.00001","-0.101016402850792","-0.103028267540865","0.0159927618613445","-0.205389018916369","(-0.205,0.016)","0.09468","-0.222908783343982","-0.224610395008899","-0.123531382906198","-0.312736341635485","(-0.313,-0.124)","0.00044","-0.335080093135302","-0.336607931415203","-0.250636229821048","-0.41098935868553","(-0.411,-0.251)","0.00001","-0.327433578671836","-0.328544388011975","-0.244119026634324","-0.403097686922279","(-0.403,-0.244)","0.00001","-0.241301714595076","-0.241518898040332","-0.206053840400764","-0.275272296445451","(-0.275,-0.206)","0.00001"
"287","visual field defects","-0.1529996698384","-0.153283585086916","-0.111982055611798","-0.192260322669257","(-0.192,-0.112)","0.00001","-0.168974886641438","-0.16922961657808","-0.128980270522375","-0.207524912083459","(-0.208,-0.129)","0.00001","-0.128820113343854","-0.129221846784769","-0.0827751882445529","-0.172707891445484","(-0.173,-0.083)","0.00001","-0.10717159942972","-0.107481867605546","-0.060263506004993","-0.152200915602928","(-0.152,-0.06)","0.00008","-0.126077343517562","-0.126379474127691","-0.0802290823603514","-0.17024135018929","(-0.17,-0.08)","0.00001","-0.195906336329186","-0.196149264362042","-0.153836086733511","-0.236481619119572","(-0.236,-0.154)","0.00001","-0.143959396626671","-0.144003955229841","-0.126788820233262","-0.160809782625954","(-0.161,-0.127)","0.00001"
"288","other subj visual disturb","-0.125003400595961","-0.125790962058333","-0.0577960110843877","-0.187967868804594","(-0.188,-0.058)","0.00123","-0.130185281582809","-0.13094702396058","-0.063328765329627","-0.192463858211885","(-0.192,-0.063)","0.00082","-0.0908248160854906","-0.0916471780481042","-0.014099851674465","-0.161762851924266","(-0.162,-0.014)","0.02816","-0.0425457318186732","-0.0433677715043659","0.036792302736437","-0.117731928051438","(-0.118,0.037)","0.29824","-0.0486314675953928","-0.0494960070822148","0.0301865527672942","-0.122810643423955","(-0.123,0.03)","0.23407","-0.104096484719762","-0.104977250175178","-0.0297112586017554","-0.173695901870486","(-0.174,-0.03)","0.01136","-0.089690360774683","-0.0898309842577752","-0.0607221427425455","-0.117869949354401","(-0.118,-0.061)","0.00001"
"289","diplopia","-0.120099805238926","-0.120567855105355","-0.0644559689494607","-0.173139926879654","(-0.173,-0.064)","0.0002","-0.146577249095884","-0.147056506947652","-0.0932981167681661","-0.197307804022119","(-0.197,-0.093)","0.00001","-0.114597885992855","-0.115243281936945","-0.0472464908357073","-0.177942463798057","(-0.178,-0.047)","0.00266","-0.0602689388432082","-0.0608856897030733","0.0104853587338975","-0.127276854825755","(-0.127,0.01)","0.10665","-0.0616618884011704","-0.0623670528962057","0.00918171869279295","-0.128952979797895","(-0.129,0.009)","0.10146","-0.135788833704474","-0.136501332729601","-0.0712496336101114","-0.197289383897645","(-0.197,-0.071)","0.00029","-0.103774592972013","-0.103831788956914","-0.0787914498990998","-0.128280776034817","(-0.128,-0.079)","0.00001"
"290","amblyopia, unspec","-0.0942439643956648","-0.0945703255348135","-0.0424747900187398","-0.143656359395214","(-0.144,-0.042)","0.00108","-0.106525476449708","-0.10681507176282","-0.0558477882923644","-0.155008069052895","(-0.155,-0.056)","0.00011","-0.0600890412468543","-0.0607440596003225","0.00431655355097717","-0.121104148540177","(-0.121,0.004)","0.07713","-0.0740931119930309","-0.0747989289127774","-0.0109214303750703","-0.133979178794953","(-0.134,-0.011)","0.02897","-0.0477837664780737","-0.0482857983341562","0.0171348048348461","-0.109712062456974","(-0.11,0.017)","0.16115","-0.115121289235345","-0.115756986057192","-0.0545352029254832","-0.172503656829673","(-0.173,-0.055)","0.00094","-0.0813601677060421","-0.0814462710114309","-0.058220509373203","-0.104154235785517","(-0.104,-0.058)","0.00001"
"291","amblyopia, deprivation","-0.0936350123639662","-0.0941534389606588","-0.0367698721915114","-0.14736950575192","(-0.147,-0.037)","0.0027","-0.140759202786606","-0.141197994616444","-0.0866359792092379","-0.19207037483927","(-0.192,-0.087)","0.00002","-0.133448799612342","-0.133983699883009","-0.074036940798234","-0.189309398297016","(-0.189,-0.074)","0.00012","-0.148226314588022","-0.148833351849276","-0.0906456208175452","-0.202945915062145","(-0.203,-0.091)","0.00003","-0.137491597842125","-0.13805520557437","-0.0790916733738868","-0.192522769331659","(-0.193,-0.079)","0.00007","-0.181030150621316","-0.181625850454744","-0.125435948857349","-0.233570716211677","(-0.234,-0.125)","0.00001","-0.135088473996819","-0.135180612119382","-0.112821004889579","-0.156878140366151","(-0.157,-0.113)","0.00001"
"292","amblyopia, strabismic","-0.109913986450296","-0.110087278395245","-0.0703157963074709","-0.148084305798622","(-0.148,-0.07)","0.00001","-0.119253310132686","-0.119485204189538","-0.0799660520275597","-0.15714327678518","(-0.157,-0.08)","0.00001","-0.0760871166306529","-0.0764237584294132","-0.0262847981086361","-0.123811381186944","(-0.124,-0.026)","0.00475","-0.0594638084052004","-0.0598460078436832","-0.00904981076987099","-0.107972124349618","(-0.108,-0.009)","0.02538","-0.0620559701575657","-0.0623439559320159","-0.0121110740430127","-0.110340924705459","(-0.11,-0.012)","0.01931","-0.112806852266306","-0.113064712020876","-0.0653139523757213","-0.158535955322859","(-0.159,-0.065)","0.00004","-0.0858129175908246","-0.0858205711851428","-0.0677004637897978","-0.103589850277765","(-0.104,-0.068)","0.00001"
"293","amblyopia, suspect","-0.310242839763323","-0.311205380381212","-0.23953428673716","-0.376063234387126","(-0.376,-0.24)","0.00002","-0.303769227822038","-0.30475808978259","-0.232986621554543","-0.369039720026964","(-0.369,-0.233)","0.00001","-0.316889808258472","-0.318297547060231","-0.231035956146395","-0.395442212959247","(-0.395,-0.231)","0.00001","-0.257708378372722","-0.259235239480994","-0.165499915377785","-0.341131715111507","(-0.341,-0.165)","0.00003","-0.382424090765705","-0.383531200821964","-0.306623788049302","-0.45144813187547","(-0.451,-0.307)","0.00001","-0.368717131823945","-0.370060860281478","-0.291568221714652","-0.438617102996113","(-0.439,-0.292)","0.00001","-0.317339502560682","-0.317554505771819","-0.286591059237957","-0.3471131359709","(-0.347,-0.287)","0.00001"
"294","transient visual loss","-0.0735911198620141","-0.074477012349999","-0.00353091932804955","-0.139446383489566","(-0.139,-0.004)","0.04873","-0.0960569512557036","-0.0968477844464719","-0.0275480419547139","-0.160252829891079","(-0.16,-0.028)","0.01016","-0.0815493291410776","-0.0825675016770997","-0.00577946761180261","-0.153166355308959","(-0.153,-0.006)","0.04598","-0.0455819389517891","-0.046456757262134","0.0332065019120072","-0.118943368800693","(-0.119,0.033)","0.2596","-0.0834004757011653","-0.0841358582075999","-0.00841697778522457","-0.153989424571698","(-0.154,-0.008)","0.03932","-0.125316409335258","-0.126088129339702","-0.0533781348302008","-0.19275910857455","(-0.193,-0.053)","0.00243","-0.0817726051008672","-0.0818765225869613","-0.0532763589331625","-0.109695265666764","(-0.11,-0.053)","0.00001"
"296","color vision deficiencies","-0.228564292819169","-0.229569277494602","-0.156821609354043","-0.294874215491932","(-0.295,-0.157)","0.00002","-0.255960551837737","-0.256746133134421","-0.187160120382702","-0.319534219874003","(-0.32,-0.187)","0.00001","-0.247571411544884","-0.249021497485044","-0.162068879540085","-0.325904131606599","(-0.326,-0.162)","0.00006","-0.243115489506038","-0.24437915321353","-0.157965241318222","-0.320997042557576","(-0.321,-0.158)","0.00005","-0.280612042561255","-0.281845682464392","-0.199719003114678","-0.354538257708875","(-0.355,-0.2)","0.00001","-0.346129809280831","-0.347263096710666","-0.27283882151886","-0.412892758051652","(-0.413,-0.273)","0.00001","-0.261857195553104","-0.262061787538785","-0.231813184684471","-0.291107562152754","(-0.291,-0.232)","0.00001"
"298","other spec visual disturbances","-0.207481588990961","-0.208812029721041","-0.11693672240108","-0.290441213555116","(-0.29,-0.117)","0.00038","-0.187294174185863","-0.18852531983963","-0.0961578431465518","-0.271818768369473","(-0.272,-0.096)","0.0012","-0.224489651922905","-0.226126530410978","-0.117822104237627","-0.32084317214861","(-0.321,-0.118)","0.00119","-0.0881885230584698","-0.090329090756714","0.0363647245961953","-0.201130201675924","(-0.201,0.036)","0.18347","-0.177086580349325","-0.179041226902713","-0.0646054168098668","-0.279200025563663","(-0.279,-0.065)","0.00929","-0.174334998393745","-0.176221364967842","-0.0615284073515838","-0.276447135356234","(-0.276,-0.062)","0.00973","-0.175827626398184","-0.176230513139","-0.134482721865285","-0.215415010784577","(-0.215,-0.134)","0.00001"
"300","visual loss","-0.267553304725848","-0.268219755381509","-0.202146365143289","-0.328750295498945","(-0.329,-0.202)","0.00001","-0.225819605164618","-0.226426692637257","-0.156362954951618","-0.291141647824585","(-0.291,-0.156)","0.00001","-0.526720101903238","-0.527475025385451","-0.472360537166734","-0.576736619665229","(-0.577,-0.472)","0.00001","-0.479995701099186","-0.480801849657745","-0.42108572426949","-0.534430483477475","(-0.534,-0.421)","0.00001","-0.410407456912309","-0.411285681621739","-0.342832439570728","-0.472612283396319","(-0.473,-0.343)","0.00001","-0.330522421841571","-0.331599979160044","-0.253884360888523","-0.40122256225276","(-0.401,-0.254)","0.00001","-0.370979558927199","-0.371126820788594","-0.345410614142215","-0.39565331420275","(-0.396,-0.345)","0.00001"
"301","amblyopia, refractive","-0.148713929670259","-0.149104751599709","-0.106724076636869","-0.189031244585256","(-0.189,-0.107)","0.00001","-0.185127207787342","-0.18531578786261","-0.144856152267581","-0.223814579787281","(-0.224,-0.145)","0.00001","-0.148448490336756","-0.148787938188542","-0.102437660165416","-0.192413722220941","(-0.192,-0.102)","0.00001","-0.127572162912823","-0.127917342470925","-0.0809529758891647","-0.172323144803681","(-0.172,-0.081)","0.00001","-0.163781131531267","-0.16403984534968","-0.119337149532964","-0.206513590612863","(-0.207,-0.119)","0.00001","-0.204890866276745","-0.205195105045545","-0.162534346621528","-0.245609266330537","(-0.246,-0.163)","0.00001","-0.160376310711","-0.160449839179285","-0.143204526139051","-0.177169031437712","(-0.177,-0.143)","0.00001"
"302","chorioretinal scars following detach surg","-0.0273179714375577","-0.027880344799148","0.0259809580695293","-0.077846222455306","(-0.078,0.026)","0.31354","-0.118426097239195","-0.118842863821548","-0.0708542342135228","-0.163915792885379","(-0.164,-0.071)","0.00003","-0.112376782473234","-0.112742436075814","-0.0600896706519744","-0.162407242462532","(-0.162,-0.06)","0.00017","-0.0966144978146798","-0.0971609669080347","-0.0431130860899759","-0.147650884948539","(-0.148,-0.043)","0.00106","-0.065772975769905","-0.0661817039843654","-0.0110364201887703","-0.118238634300895","(-0.118,-0.011)","0.02492","-0.189866081130889","-0.190275905312737","-0.142140201436279","-0.234917592645767","(-0.235,-0.142)","0.00001","-0.0923592722117956","-0.0924456445509061","-0.0719951503479193","-0.112178283564124","(-0.112,-0.072)","0.00001"
