"","entity_name","catCode","meanQ32020","medianQ32020","upperboundQ32020","lowerboundQ32020","confintQ32020","pvalEmpricialQ32020","meanQ42020","medianQ42020","upperboundQ42020","lowerboundQ42020","confintQ42020","pvalEmpricialQ42020","meanQ12021","medianQ12021","upperboundQ12021","lowerboundQ12021","confintQ12021","pvalEmpricialQ12021","meanQ22021","medianQ22021","upperboundQ22021","lowerboundQ22021","confintQ22021","pvalEmpricialQ22021","meanQ32021","medianQ32021","upperboundQ32021","lowerboundQ32021","confintQ32021","pvalEmpricialQ32021","meanQ42021","medianQ42021","upperboundQ42021","lowerboundQ42021","confintQ42021","pvalEmpricialQ42021","meanAllpost","medianAllpost","upperboundAllpost","lowerboundAllpost","confintAllpost","pvalEmpricialAllpost","Category","rn","Q32020w","Q42020w","Q12021w","Q22021w","Q32021w","Q42021w","2020-04-01","Apr 2020","RMSPE","mean_monthly_pts","median_monthly_pts","short_name","recoveredMonth","fullRecovery","recoveredMonthNum","adj.pval_Q32020","adj.pval_Q42020","adj.pval_Q12021","adj.pval_Q22021","adj.pval_Q32021","adj.pval_Q42021","Q32020w_adj","Q42020w_adj","Q12021w_adj","Q22021w_adj","Q32021w_adj","Q42021w_adj"
"210","RD, other","K",-0.130137659900368,-0.130522828672676,-0.0902178363880275,-0.168601324212921,"(-0.169,-0.09)",0.00001,-0.163187420690919,-0.163532662778274,-0.124971701077941,-0.199860714047309,"(-0.2,-0.125)",0.00001,-0.109482328954924,-0.109863704457448,-0.0658259600493788,-0.151067428011955,"(-0.151,-0.066)",0.00001,-0.122327892994581,-0.122674605299886,-0.0805916344766112,-0.162456948861282,"(-0.162,-0.081)",0.00001,-0.0724881431422261,-0.0728820032363414,-0.0279738119004994,-0.114894195020506,"(-0.115,-0.028)",0.00254,-0.163630961659302,-0.163850992047817,-0.123692123349824,-0.201996410907646,"(-0.202,-0.124)",0.00001,-0.121533636953102,-0.121578843789642,-0.105256914483631,-0.137581625949287,"(-0.138,-0.105)",0.00001,"Retinal and vitreous conditions",210,-1.49826517861858,-1.87876461123529,-1.26046189298939,-1.40835191433346,-0.433159510116549,-1.88387106534495,-0.693730085729411,-7.13208762815603,0.0450928533287409,4728.85,4775,"Retina/Vitreous","No recovery",FALSE,0,0.000012,0.000012,0.000012,0.000012,0.00254,0.000012,-1.47453827786802,-1.84901202664573,-1.2405009043329,-1.38604890244337,-0.433159510116549,-1.85403761367553
"211","RD, serous","K",-0.0867554951085423,-0.0868460256286763,-0.0634681065756314,-0.109470831881969,"(-0.109,-0.063)",0.00001,-0.107818120832582,-0.107910984555532,-0.0851444434656467,-0.130017096541451,"(-0.13,-0.085)",0.00001,-0.107995800331776,-0.108132585581151,-0.0814875238903687,-0.133710732171943,"(-0.134,-0.081)",0.00001,-0.0988582733798656,-0.0990105537345215,-0.0724891111895883,-0.124442158288027,"(-0.124,-0.072)",0.00001,-0.0545662650831413,-0.054684132030494,-0.0265012071665644,-0.0818119209265231,"(-0.082,-0.027)",0.00027,-0.116358591463583,-0.116503293907386,-0.0901453031088365,-0.141675053801852,"(-0.142,-0.09)",0.00001,-0.0902599810885598,-0.0902713921227569,-0.0801477876219098,-0.100257121357483,"(-0.1,-0.08)",0.00001,"Retinal and vitreous conditions",211,-0.998809548861237,-1.24130198891867,-1.24334759974954,-1.13814793301804,-0.448375834702831,-1.33962779072915,-0.553945380609244,-6.0379054880325,0.043660046723318,3542.88,3550.5,"Retina/Vitreous","No recovery",FALSE,0,0.000012,0.000012,0.000012,0.000012,0.00027,0.000012,-0.982992151932617,-1.22164442127788,-1.22365763730585,-1.12012393871346,-0.448375834702831,-1.31841311118716
"212","RD, traction","K",-0.0443540811372002,-0.0444856645079225,-0.0127783369978842,-0.0750528717683322,"(-0.075,-0.013)",0.00772,-0.0557504673414762,-0.0559278239293666,-0.0245212365965222,-0.08586264121587,"(-0.086,-0.025)",0.00079,-0.0502482321414113,-0.0504389161030207,-0.0122584145492866,-0.0868938453818745,"(-0.087,-0.012)",0.01167,-0.0403438609037226,-0.0405265374124426,-0.00248617900936568,-0.0772837355057666,"(-0.077,-0.002)",0.04146,-0.00515016881156333,-0.00527555365776171,0.0341003760920236,-0.0430718677167201,"(-0.043,0.034)",0.7927,-0.0491619258393609,-0.0493691356790781,-0.0111530731967214,-0.0857494086985531,"(-0.086,-0.011)",0.01304,-0.0374258275659166,-0.0374864916410318,-0.023141705577649,-0.0513822377744247,"(-0.051,-0.023)",0.00001,"Retinal and vitreous conditions",212,-0.215735629988038,-0.398252215340426,-0.223641506824322,-0.128415565135048,-0.0011964379782544,-0.213349667427314,-0.48164973752403,-4.68219705027674,0.0395337030357185,11134.12,11248,"Retina/Vitreous","18",FALSE,18,0.01956,0.00474,0.01956,0.049752,0.7927,0.01956,-0.17450086933755,-0.298360787567447,-0.197690042641807,-0.121060009608003,-0.0011964379782544,-0.193416221852052
"213","recession of chamber angle","D",-0.0815068279343213,-0.0821325073562782,-0.0268534415403545,-0.132437933141385,"(-0.132,-0.027)",0.00513,-0.0956845294129154,-0.096229790001504,-0.0420318135546743,-0.146057093238355,"(-0.146,-0.042)",0.0009,-0.050538629153579,-0.0513668550243144,0.00837038405063179,-0.105573298756345,"(-0.106,0.008)",0.09673,-0.0518755786326705,-0.0525177043663706,0.00707658490326983,-0.106970698695204,"(-0.107,0.007)",0.08924,-0.0658164507650843,-0.066442157774637,-0.00761339066104726,-0.12061987059976,"(-0.121,-0.008)",0.03224,-0.0974216381927986,-0.0980858055722609,-0.0409266059197146,-0.150381810597839,"(-0.15,-0.041)",0.00144,-0.0721780232290896,-0.0723006886032916,-0.049909830293652,-0.093770794527869,"(-0.094,-0.05)",0.00001,"Glaucoma",213,-0.429756945318959,-0.671046684528409,-0.118049731383742,-0.125353492274026,-0.226049717308228,-0.637440706031935,-0.739724728125595,-6.97818133043316,0.0626828523985039,563.12,576.5,"Glaucoma","12",FALSE,12,0.01026,0.00432,0.09673,0.09673,0.04836,0.00432,-0.3732607173399,-0.520954408593215,-0.118049731383742,-0.121172620340638,-0.199363442983468,-0.530412097131148
"214","retained foreign body - eyelid","F",-0.0913345142995484,-0.0922369381961247,-0.0244536179483522,-0.152826072730683,"(-0.153,-0.024)",0.01061,-0.095556385168647,-0.096518582060939,-0.0273976853629417,-0.15803435569737,"(-0.158,-0.027)",0.00873,0.0709730214082262,0.0697650583984845,0.160666314381529,-0.0105509866368233,"(-0.011,0.161)",0.07855,0.0772676160090269,0.0762371289995425,0.159567752438781,0.00106738760015989,"(0.001,0.16)",0.03781,0.0168477538160217,0.0157744696822774,0.0972650461895941,-0.0566813652302936,"(-0.057,0.097)",0.66037,-0.0407587381593674,-0.0420196686415313,0.0370273354586513,-0.111922734715508,"(-0.112,0.037)",0.3008,-0.0102494639421513,-0.0104984096826613,0.0199375588751427,-0.0391820929018467,"(-0.039,0.02)",0.49789,"Oculofacial plastics and orbital conditions",214,-0.415202895763736,-0.453031857837555,0.180556779839184,0.253065478948082,0.00699105960018413,-0.0489638669769317,-0.522587640752256,-4.35570090351016,0.112822719404683,385.32,382,"Oculoplastics","9",TRUE,9,0.03183,0.03183,0.117825,0.07562,0.66037,0.36096,-0.314861675974719,-0.329415925786937,0.151779696041135,0.199507648762836,0.00699105960018413,-0.0415326703827587
"215","retained IOFB, nonmagnetic","G",-0.289942003634404,-0.29060167036802,-0.238674757397613,-0.337398082006488,"(-0.337,-0.239)",0.00001,-0.261136364640914,-0.261789062330858,-0.208054262845797,-0.310426098243783,"(-0.31,-0.208)",0.00001,-0.305264757136924,-0.306042694286931,-0.246061398738913,-0.35959684725554,"(-0.36,-0.246)",0.00001,-0.293517674060886,-0.29445265226496,-0.234503696180849,-0.347786600250053,"(-0.348,-0.235)",0.00001,-0.288380129487706,-0.289096714586206,-0.228723161070921,-0.343581838005557,"(-0.344,-0.229)",0.00001,-0.357054073061661,-0.357817938420033,-0.303579230402868,-0.406049081067368,"(-0.406,-0.304)",0.00001,-0.296766961493993,-0.296905040225134,-0.275025025773876,-0.317660101546479,"(-0.318,-0.275)",0.00001,"OGI/IOFB",215,-3.33808067700702,-3.00644350230413,-3.51449039599964,-3.37924710411441,-3.32009893637042,-4.11073693012294,-0.615717706800597,-6.54967046251851,0.0561763403763926,412.92,417,"OGI","No recovery",FALSE,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,-3.33808067700702,-3.00644350230413,-3.51449039599964,-3.37924710411441,-3.32009893637042,-4.11073693012294
"216","retinal breaks or defects w/o RD","K",-0.14664937604276,-0.147359139596296,-0.0788465023277512,-0.210408392339761,"(-0.21,-0.079)",0.00026,-0.190435828942928,-0.191038403948865,-0.127158669157241,-0.249749461925573,"(-0.25,-0.127)",0.00001,-0.190960799651943,-0.191807273291557,-0.113489179989806,-0.263367821167997,"(-0.263,-0.113)",0.00011,-0.150550926465489,-0.151500095325866,-0.0703188960415837,-0.22556723926526,"(-0.226,-0.07)",0.00152,-0.165165466305213,-0.166191865714356,-0.0856285075292346,-0.2393340545296,"(-0.239,-0.086)",0.00049,-0.198884553885332,-0.199628643941827,-0.123972537416395,-0.268985961053916,"(-0.269,-0.124)",0.00006,-0.169306191843574,-0.16946154359411,-0.140369757022784,-0.197053815194418,"(-0.197,-0.14)",0.00001,"Retinal and vitreous conditions",216,-1.21056551147676,-2.19247350447975,-1.74061345434874,-0.976931728214058,-1.25874338864543,-1.93338976230844,-0.647340342202352,-6.10667471106319,0.0705179903625016,51583.47,53287.5,"Retina/Vitreous","No recovery",FALSE,0,0.00039,0.00006,0.00022,0.00152,0.000588,0.00018,-1.15110430636559,-1.85125830469096,-1.60824951447252,-0.976931728214058,-1.22863016370007,-1.71489274738374
"217","retinal edema","K",-0.141863746307997,-0.142348490049734,-0.0846768857873061,-0.196309933621744,"(-0.196,-0.085)",0.00004,-0.145511961184696,-0.146090386995882,-0.0882981518456061,-0.199752675814651,"(-0.2,-0.088)",0.00001,-0.143200528005675,-0.143969937636075,-0.0690996947225219,-0.213018831574888,"(-0.213,-0.069)",0.00129,-0.145897788689125,-0.146608085632227,-0.072104617842881,-0.214972168473637,"(-0.215,-0.072)",0.00074,-0.10805348347872,-0.108841307661758,-0.031190010323145,-0.181105860502734,"(-0.181,-0.031)",0.01236,-0.118794243548671,-0.11966293652344,-0.0414875984813736,-0.191139707963827,"(-0.191,-0.041)",0.00659,-0.130175183404676,-0.130318635244703,-0.103183761922957,-0.156688128288471,"(-0.157,-0.103)",0.00001,"Retinal and vitreous conditions",217,-1.4366018258713,-1.67526836338105,-0.952729303160598,-1.05175678720933,-0.474710269733851,-0.596608679278588,-0.582957662194701,-5.49932173427267,0.0633208812704944,34279.8,34854.5,"Retina/Vitreous","No recovery",FALSE,0,0.00012,0.00006,0.001935,0.00148,0.01236,0.007908,-1.28074857086084,-1.41454592904242,-0.89466648559163,-0.950628146329534,-0.474710269733851,-0.574949927856634
"218","retinal hemorrhage","K",-0.159359362966263,-0.159634388954272,-0.121625494205704,-0.195584467119799,"(-0.196,-0.122)",0.00001,-0.141769325007727,-0.142128352094315,-0.103186092084815,-0.17910833655347,"(-0.179,-0.103)",0.00001,-0.203993805340134,-0.204359258957197,-0.158921024038574,-0.247684964888442,"(-0.248,-0.159)",0.00001,-0.249077825186211,-0.249383343132113,-0.206442486703088,-0.2894361896712,"(-0.289,-0.206)",0.00001,-0.113892817008341,-0.114217513460232,-0.063336929785034,-0.162421430414705,"(-0.162,-0.063)",0.00008,-0.0949712134590095,-0.0953339277616066,-0.0429170258971472,-0.144899291434795,"(-0.145,-0.043)",0.00101,-0.160907082155403,-0.160956597414105,-0.143594619736063,-0.177985515673793,"(-0.178,-0.144)",0.00001,"Retinal and vitreous conditions",218,-1.83469246797572,-1.6321796720331,-2.34856547619661,-2.86761443634573,-1.07440605822644,-0.655092906127368,-0.650025118236339,-6.76956515377604,0.0514674451293645,30966.72,31072,"Retina/Vitreous","No recovery",FALSE,0,0.000015,0.000015,0.000015,0.000015,0.000096,0.00101,-1.77007780664256,-1.57469715734242,-2.26585310586097,-2.76662206902926,-1.05364094252183,-0.655092906127368
"219","retinal ischemia","K",-0.179377940047644,-0.179642282347803,-0.142983161812313,-0.21415319647819,"(-0.214,-0.143)",0.00001,-0.215461204072952,-0.215691821245247,-0.18097820831585,-0.248718989889784,"(-0.249,-0.181)",0.00001,-0.232590955703403,-0.232785397782122,-0.195817960515695,-0.268158119098553,"(-0.268,-0.196)",0.00001,-0.213141887372076,-0.213367991415305,-0.175410065937014,-0.249399901942424,"(-0.249,-0.175)",0.00001,-0.203589904894171,-0.203863246352675,-0.165322918693784,-0.240240483690883,"(-0.24,-0.165)",0.00001,-0.260991339808509,-0.261243499961067,-0.225468303696437,-0.294831335708132,"(-0.295,-0.225)",0.00001,-0.214932473724732,-0.214981027679943,-0.200654696224073,-0.228991549378756,"(-0.229,-0.201)",0.00001,"Retinal and vitreous conditions",219,-2.06516485382842,-2.48058878308464,-2.67780233683947,-2.45388666277779,-2.34391540046697,-3.00477384221808,-0.538873113454593,-5.87362047410193,0.0506602412026395,8533,8694,"Retina/Vitreous","No recovery",FALSE,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,-2.06516485382842,-2.48058878308464,-2.67780233683947,-2.45388666277779,-2.34391540046697,-3.00477384221808
"220","retinal microaneurysms","K",-0.295802545946274,-0.296310191867759,-0.247718290462942,-0.341420781129404,"(-0.341,-0.248)",0.00001,-0.337878222133669,-0.338297809464415,-0.292423095575896,-0.380609043386948,"(-0.381,-0.292)",0.00001,-0.34304482098007,-0.343558323342223,-0.288690924298424,-0.394161237766034,"(-0.394,-0.289)",0.00001,-0.338352795471264,-0.338866985383178,-0.283785096422483,-0.389759961473768,"(-0.39,-0.284)",0.00001,-0.331186201439423,-0.331713060011309,-0.275673512099398,-0.383284191182313,"(-0.383,-0.276)",0.00001,-0.385580704443405,-0.386146097940544,-0.334877728459707,-0.433158442188905,"(-0.433,-0.335)",0.00001,-0.333223051933845,-0.33330247597668,-0.3129641581491,-0.352892023114321,"(-0.353,-0.313)",0.00001,"Retinal and vitreous conditions",220,-3.40555266382788,-3.88996678766159,-3.9494494550876,-3.89543051512498,-3.81292205219869,-4.43916191098764,-0.734582375041697,-7.94801842958669,0.0764588634621465,3211.23,3215.5,"Retina/Vitreous","No recovery",FALSE,0,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,-3.40555266382788,-3.88996678766159,-3.9494494550876,-3.89543051512498,-3.81292205219869,-4.43916191098764
"221","retinal neovascularization","K",-0.0463607770484938,-0.0470087835793755,0.0164215255990202,-0.106046159665121,"(-0.106,0.016)",0.15582,-0.0538513945636489,-0.054331100652414,0.00905064248137135,-0.113294364229871,"(-0.113,0.009)",0.10311,-0.0127772314761359,-0.0136370457708191,0.0722691681886631,-0.0925108142140331,"(-0.093,0.072)",0.76176,-0.0195646137697234,-0.0204656571862694,0.0641291685794921,-0.0987686907512097,"(-0.099,0.064)",0.64243,0.0522017021009921,0.0512908146282597,0.141879880218131,-0.0325296886539869,"(-0.033,0.142)",0.21743,-0.00417431934365084,-0.00531554912595929,0.0818722447606976,-0.0844338829091464,"(-0.084,0.082)",0.92108,-0.0130031282754244,-0.0130813440015696,0.0176786681417718,-0.0431722953753694,"(-0.043,0.018)",0.40523,"Retinal and vitreous conditions",221,-0.086187178004865,-0.122348155126799,-0.00347698793353888,-0.00865729106874992,0.079653445468297,-0.000343164049180808,-0.432312769943502,-3.60327144348709,0.069039189608763,17019.57,17139.5,"Retina/Vitreous","6",TRUE,6,0.43486,0.43486,0.914112,0.914112,0.43486,0.92108,-0.0386060626660965,-0.0448437331196213,-0.00114742319929307,-0.00175694490363716,0.0434699828365642,-0.000343164049180808
"222","retinal telangiectasis","K",-0.140782241357228,-0.141286423201413,-0.0836316007878556,-0.195044797857777,"(-0.195,-0.084)",0.00004,-0.197159408717587,-0.197680495241585,-0.144440632161355,-0.247021901525325,"(-0.247,-0.144)",0.00001,-0.161760079656706,-0.162431947349347,-0.0895826915077915,-0.229331033422398,"(-0.229,-0.09)",0.00023,-0.139362758847315,-0.140075439330369,-0.0671838111040327,-0.207078936133247,"(-0.207,-0.067)",0.00094,-0.157423734820644,-0.158266968959495,-0.0854520966991051,-0.224784181960309,"(-0.225,-0.085)",0.00024,-0.19200344390038,-0.192816588365878,-0.124106749076969,-0.255457922331166,"(-0.255,-0.124)",0.00001,-0.157397989865681,-0.157492040560058,-0.131754711254995,-0.182491863733979,"(-0.182,-0.132)",0.00001,"Retinal and vitreous conditions",222,-1.42564982419787,-2.26988157728318,-1.35513394616346,-0.971306960087999,-1.31210662197289,-2.21052133864267,-0.654954317242093,-6.36691963753836,0.0546085330623384,3996.3,4119,"Retina/Vitreous","No recovery",FALSE,0,0.00008,0.00003,0.000288,0.00094,0.000288,0.00003,-1.3280670105282,-2.0532798280395,-1.3187571499948,-0.971306960087999,-1.28340488156407,-1.99958399570711
"223","retinal vascular changes","K",-0.122457053064401,-0.122974025906436,-0.0638380845456793,-0.178238258693153,"(-0.178,-0.064)",0.00024,-0.173193449462208,-0.173709483951689,-0.11840452322595,-0.22493083795169,"(-0.225,-0.118)",0.00001,-0.168137672587836,-0.168793821407582,-0.107254122155578,-0.225409101725015,"(-0.225,-0.107)",0.00001,-0.227705910652029,-0.228247585274154,-0.171807983724942,-0.280497074686501,"(-0.28,-0.172)",0.00001,-0.215897007564371,-0.216586161203078,-0.159299705397707,-0.269185741858299,"(-0.269,-0.159)",0.00001,-0.284413827411974,-0.284945656978706,-0.233245541642321,-0.332800481102078,"(-0.333,-0.233)",0.00001,-0.193709147293661,-0.193778852965767,-0.171496374446748,-0.21539370084233,"(-0.215,-0.171)",0.00001,"Retinal and vitreous conditions",223,-1.02066381804591,-1.99396327467949,-1.93575649235732,-2.62156117726998,-2.48560615619872,-3.27443519620096,-0.708224148655728,-6.88476451127552,0.103519423734178,5112.58,5394.5,"Retina/Vitreous","No recovery",FALSE,0,0.00024,0.000012,0.000012,0.000012,0.000012,0.000012,-1.02066381804591,-1.96238637534702,-1.9051013701354,-2.58004548114872,-2.44624347767242,-3.22258042441349
"224","retinal vasculitis","K",-0.0543925177011621,-0.0547285698753634,-0.0164141200452464,-0.0905617035681217,"(-0.091,-0.016)",0.00638,-0.0772257982718944,-0.0774031500955235,-0.0405776256989288,-0.112389287796392,"(-0.112,-0.041)",0.00009,-0.0118770247711066,-0.0122530875362918,0.0346117799283519,-0.0563033877162979,"(-0.056,0.035)",0.60963,0.0046309354277688,0.00429174340389615,0.0514275346465875,-0.0401371495982605,"(-0.04,0.051)",0.83846,0.0263314351589593,0.0260301531965689,0.0737204488423002,-0.0190445771785914,"(-0.019,0.074)",0.25034,-0.0256667076210089,-0.0260458363808451,0.0191388806452842,-0.0683820721697977,"(-0.068,0.019)",0.26203,-0.0178410781722124,-0.0178993309390773,-0.000704561023358536,-0.034696446249612,"(-0.035,-0.001)",0.04106,"Retinal and vitreous conditions",224,-0.274931722748629,-0.719412437509731,-0.00587797594118631,0.000815917117833841,0.0364673336584983,-0.034375325984287,-0.484334771996421,-4.56896428511876,0.0605645545476588,1487.28,1471,"Retina/Vitreous","18",FALSE,18,0.01914,0.00054,0.731556,0.83846,0.393045,0.393045,-0.215175434390534,-0.581042382187369,-0.0037125382948378,0.000815917117833841,0.0245891148983505,-0.023968371603954
"225","retinoschisis / retinal cysts","K",-0.124773024228506,-0.125629520095168,-0.0552499050465801,-0.189777437282097,"(-0.19,-0.055)",0.0016,-0.191823581575786,-0.192420971514698,-0.128640315651426,-0.25122079134628,"(-0.251,-0.129)",0.00002,-0.203452760872754,-0.204424230311507,-0.126736651151203,-0.274573618714363,"(-0.275,-0.127)",0.00008,-0.153196047141695,-0.154074664154939,-0.0735252697891257,-0.227786096146417,"(-0.228,-0.074)",0.00143,-0.159142649777462,-0.159977533286042,-0.0794208687947524,-0.233827481127556,"(-0.234,-0.079)",0.00094,-0.203835425035819,-0.204684548071483,-0.129581736761991,-0.273296682265692,"(-0.273,-0.13)",0.00001,-0.167665856891885,-0.167875939030949,-0.138848572552161,-0.195634345635355,"(-0.196,-0.139)",0.00001,"Retinal and vitreous conditions",225,-0.803257742569664,-2.07548862237149,-1.91926834884217,-1.0034464923362,-1.10916549481522,-2.34674205555791,-0.701767399287139,-6.33556928464579,0.0684453596284336,7857.27,8131,"Retina/Vitreous","No recovery",FALSE,0,0.0016,0.00006,0.00016,0.0016,0.00141,0.00006,-0.803257742569664,-1.86474887839601,-1.77824564126608,-0.986238105219542,-1.04463870311858,-1.98151800258586
"226","retrolental fibroplasia","K",-0.033547236233915,-0.0368001076666987,0.0956876854794233,-0.144561804543015,"(-0.145,0.096)",0.58813,-0.200466343576285,-0.203225020837401,-0.0942225587755764,-0.291970327123206,"(-0.292,-0.094)",0.00114,-0.0249151421999629,-0.0286730076646043,0.116495098827287,-0.145189440519265,"(-0.145,0.116)",0.70778,-0.00205403383062613,-0.00583557253813258,0.138732158585058,-0.121512325561376,"(-0.122,0.139)",0.97535,0.206551755016733,0.201862212836048,0.38575761800968,0.0533959951327797,"(0.053,0.386)",0.00295,0.0779331307001128,0.0742456340222577,0.234969771655621,-0.0563700159928273,"(-0.056,0.235)",0.24956,0.00402352543887237,0.00342424010471896,0.0588142402415572,-0.0471339086372419,"(-0.047,0.059)",0.87671,"Retinal and vitreous conditions",226,-0.0178071167835653,-1.35850568642756,-0.00861122048113894,-0.0000512664209517635,1.20336021957754,0.108175542788663,-0.860811547767072,-7.77142284956726,0.0932560957206639,145.65,141.5,"Retina/Vitreous","6",FALSE,6,0.849336,0.00684,0.849336,0.97535,0.00885,0.49912,-0.00547827747315484,-0.99931821706323,-0.00406865296749894,-0.0000512664209517635,0.97643992327019,0.0541564129716698
"227","ROP, stage 0","K",-0.16512165490682,-0.165561143093026,-0.122789346860372,-0.204835032715536,"(-0.205,-0.123)",0.00001,-0.175449686792758,-0.175780228276569,-0.132412645543697,-0.216250970856056,"(-0.216,-0.132)",0.00001,-0.188558072980796,-0.188985744987513,-0.141103383770617,-0.232950443720674,"(-0.233,-0.141)",0.00001,-0.0998344293428629,-0.10045239451264,-0.0459929541459654,-0.150461839846092,"(-0.15,-0.046)",0.00061,-0.0721987962153867,-0.0726848085871406,-0.0174653924265989,-0.123917064594889,"(-0.124,-0.017)",0.01262,-0.0804104617066613,-0.0810889630890829,-0.024303878263896,-0.133291570582458,"(-0.133,-0.024)",0.00677,-0.128581718609219,-0.128661622731752,-0.10917948850122,-0.147481883142202,"(-0.147,-0.109)",0.00001,"Retinal and vitreous conditions",227,-1.90103330559475,-2.01993916689739,-2.17085504004632,-0.738979597531985,-0.315687245343923,-0.401670695925515,-0.416320295177795,-4.3847254038035,0.0544904906392976,933.03,981,"Retina/Vitreous","No recovery",FALSE,0,0.00002,0.00002,0.00002,0.000915,0.01262,0.008124,-1.7865796960467,-1.89832671116687,-2.04015654338787,-0.698500219845564,-0.315687245343923,-0.387010135364636
"228","ROP, stage 1","K",-0.0864556087651183,-0.0879387467423486,-0.00616978196188012,-0.159292171051149,"(-0.159,-0.006)",0.04054,-0.113863606857497,-0.115068864158258,-0.0356147089030586,-0.185693181185825,"(-0.186,-0.036)",0.00818,-0.092324641561472,-0.0937306777779641,-0.00526551447833134,-0.170382005065699,"(-0.17,-0.005)",0.04444,-0.0749117891590742,-0.0765919952381741,0.0155797935978642,-0.155336664998617,"(-0.155,0.016)",0.10325,0.013455571756126,0.0118981248634245,0.10959982814009,-0.0735310298091624,"(-0.074,0.11)",0.76879,0.0253513053744051,0.023575051316786,0.122604304589592,-0.062783110108009,"(-0.063,0.123)",0.57789,-0.0480837084039884,-0.0483408554407199,-0.0138052494365946,-0.0809836293920396,"(-0.081,-0.014)",0.00699,"Retinal and vitreous conditions",228,-0.277130526333156,-0.547235682580747,-0.287463417844814,-0.170094861819588,0.00353797343917319,0.0139019394353767,-0.178451713535407,-0.451113630759625,0.0963942616222857,245.07,248,"Retina/Vitreous","6",TRUE,6,0.08888,0.04908,0.08888,0.154875,0.76879,0.693468,-0.209263045991346,-0.343219486793366,-0.223468852850272,-0.139720745129628,0.00353797343917319,0.00927984997275618
"229","ROP, stage 2","K",0.0250188205555772,0.021344436544386,0.172745414167399,-0.101524671538704,"(-0.102,0.173)",0.70985,0.10062393468337,0.0969494428004809,0.259374552276021,-0.0370768065045173,"(-0.037,0.259)",0.13281,-0.0682063479217629,-0.0726865239501585,0.0958089068329707,-0.206341781980324,"(-0.206,0.096)",0.39191,0.0402306977369185,0.0351830072789033,0.226444469112426,-0.117321978761387,"(-0.117,0.226)",0.61113,0.110450760548564,0.104640632397005,0.311688670185437,-0.0578472065980323,"(-0.058,0.312)",0.17945,0.0496921459790066,0.0447688593647559,0.233572515635112,-0.106881183455886,"(-0.107,0.234)",0.54329,0.0418777830945803,0.0411544712871894,0.10775180110571,-0.0190629018896967,"(-0.019,0.108)",0.17133,"Retinal and vitreous conditions",229,0.00857398980630183,0.203143195997438,-0.0638904587585877,0.019811429139433,0.1897387956653,0.0303177761393675,-0.278887767075541,-0.587805170685292,0.0795226440226008,166.87,163,"Retina/Vitreous","6",TRUE,6,0.70985,0.53835,0.70985,0.70985,0.53835,0.70985,0.00857398980630183,0.0623110065615324,-0.0233744244860459,0.0137871244382004,0.0683962328339089,0.0170295778784139
"230","ROP, stage 3","K",0.214786077046042,0.211051089769625,0.370688384246621,0.0797347549959076,"(0.08,0.371)",0.00038,0.106278271587105,0.10325547356419,0.247642913019029,-0.0168951867521708,"(-0.017,0.248)",0.07353,0.157929434934874,0.154120879120879,0.317916780611178,0.0202265301414477,"(0.02,0.318)",0.01356,0.0671624414188884,0.0636020418548928,0.213970063449442,-0.0585868413261669,"(-0.059,0.214)",0.28423,0.109610519500023,0.106070456661442,0.261813040678387,-0.0217047251747519,"(-0.022,0.262)",0.08543,0.0885761415016354,0.0848311778054663,0.238550226358387,-0.0408390790092548,"(-0.041,0.239)",0.16776,0.118026137249267,0.117567841039777,0.175344915674783,0.064323529695443,"(0.064,0.175)",0.00001,"Retinal and vitreous conditions",230,1.69151323477983,0.277392856071562,0.679196223135893,0.0844884378083858,0.269648230099,0.158127978375877,-0.467042340905547,-3.56900887758044,0.0816810710233244,154.1,153,"Retina/Vitreous","6",TRUE,6,0.00228,0.128145,0.04068,0.28423,0.128145,0.201312,1.30666824737423,0.218358576244781,0.50569300517403,0.0844884378083858,0.225204988960131,0.141978638362497
"231","ROP, stage unspec","K",-0.0045444766752383,-0.00609781448222417,0.102763408189076,-0.102632723308059,"(-0.103,0.103)",0.93131,-0.038712125677837,-0.0403193750292882,0.0654389409355964,-0.133742758530372,"(-0.134,0.065)",0.46069,0.221159169122035,0.217905497384535,0.399345694539167,0.0614254497351748,"(0.061,0.399)",0.00259,0.0802505217615057,0.0776529937186161,0.233932057152169,-0.0590744030609757,"(-0.059,0.234)",0.24473,0.0769051746863248,0.0744446433032867,0.228146111286975,-0.0584802386602932,"(-0.058,0.228)",0.25815,-0.0457350231534486,-0.047759334444592,0.0890843914700618,-0.167576221615875,"(-0.168,0.089)",0.50361,0.047112189534157,0.0467716189522313,0.100617347339007,-0.0043599032661235,"(-0.004,0.101)",0.06543,"Retinal and vitreous conditions",231,-0.00032339896553114,-0.0300030554106662,1.31724555291726,0.112960611716363,0.10414610019787,-0.0313720818244521,-0.608852276101046,-5.07470556574982,0.107906949740307,1128.22,1139,"Retina/Vitreous","6",TRUE,6,0.93131,0.604332,0.01554,0.5163,0.5163,0.604332,-0.00032339896553114,-0.0194966483693723,0.920981517436241,0.0530509947089599,0.0508394951935737,-0.0230336012031078
